Year,State,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Gallons of ethanol derived from time-varying ABV
2002,Massachusetts,12987104,5255222,24713,3.0,4646812,7948,3.0,12408480.0
2002,Michigan,17061386,8022878,21266,7.0,7002802,4364,7.0,16722389.0
2002,Minnesota,9744242,4036775,24139,3.0,3503605,7812,4.0,9346419.0
2002,Mississippi,4838808,2269501,21321,7.0,1954991,4751,7.0,4850585.0
2002,Missouri,10410251,4582587,22717,5.0,4000777,6021,5.0,10076773.0
2002,Montana,1973321,744553,26503,2.0,643374,671,2.0,1918949.0
2002,Nebraska,3095884,1386487,22329,6.0,1194992,5907,5.0,3001553.0
2002,Nevada,6179242,1736203,35591,1.0,1544790,1,1.0,5919019.0
2002,New Hampshire,4220209,1030802,40941,1.0,902429,6765,1.0,3975499.0
2002,New Jersey,15480079,6899636,22436,6.0,6136860,5225,6.0,14804177.0
2002,New Mexico,3526815,1472028,23959,4.0,1266203,7853,3.0,3440987.0
2002,New York,29825187,15536664,19197,9.0,13702993,1765,9.0,28944354.0
2002,North Carolina,13576675,6733266,20164,8.0,5927881,2903,8.0,13548845.0
2002,North Dakota,1309479,523859,24997,3.0,446679,9316,2.0,1271540.0
2002,Ohio,17924145,9202578,19477,8.0,8067403,2218,8.0,17726864.0
2002,Oklahoma,5123408,2809943,18233,0.0,2435463,1037,0.0,5020850.0
2002,Oregon,6693149,2859680,23405,4.0,2513955,6624,4.0,6520576.0
2002,Pennsylvania,20826418,10125226,20569,7.0,8913764,3364,8.0,20286969.0
2002,Rhode Island,2093512,873897,23956,4.0,764602,7380,4.0,1969770.0
2002,South Carolina,7617727,3318467,22956,5.0,2901769,6252,5.0,7581834.0
2002,South Dakota,1425263,610197,23357,4.0,522616,7272,4.0,1398179.0
2002,Tennessee,8728684,4697418,18582,9.0,4144322,1062,9.0,8562465.0
2002,Texas,37476153,16971472,22082,6.0,14614998,5642,6.0,36204617.0
2002,Utah,2280597,1751884,13018,0.0,1455039,5674,0.0,2206643.0
2002,Vermont,1257420,507686,24768,3.0,440043,8575,3.0,1218242.0
2002,Virginia,11825601,5914593,19994,8.0,5199022,2746,8.0,11637161.0
2002,Washington,10619004,4887018,21729,6.0,4275214,4839,6.0,10316328.0
2002,West Virginia,2618765,1505620,17393,0.0,1336104,9600,0.0,2591955.0
2002,Wisconsin,12453626,4410091,28239,2.0,3827451,2538,2.0,11998568.0
2002,Wyoming,1044186,406523,25686,2.0,349679,9861,2.0,1003213.0
2002,Northeast Region,95364400,44101717,21624,,38927151,4498,,92224912.0
2002,Midwest Region,114510328,52264719,21910,,45552630,5138,,10318572.0
2002,South Region,179480921,82970835,21632,,72637836,4709,,74817785.0
2002,West Region,119227178,51857401,22991,,45175280,6392,,14520993.0
2002,United States,508582827,231194672,21998,,202292897,5141,,97849352.0
2003,Alabama,6925481,3646941,18990,9.0,3195845,1670,0.0,6813645.0
2003,Alaska,1228383,506318,24261,4.0,430517,8533,3.0,1195750.0
2003,Arizona,10881852,4373143,24883,3.0,3829088,8419,3.0,10535268.0
2003,Arkansas,3888621,2201458,17664,0.0,1929562,153,0.0,3781334.0
2003,California,62309095,27939589,22301,6.0,24343650,5596,6.0,59975532.0
2003,Colorado,9480691,3642128,26031,2.0,3185293,9764,2.0,9061116.0
2003,Connecticut,6311684,2827934,22319,6.0,2495288,5294,6.0,6012275.0
2003,Delaware,2076467,665138,31219,1.0,583237,5602,1.0,1987929.0
2003,District of Columbia,1804118,479558,37620,1.0,425643,2386,1.0,1741742.0
2003,Florida,36718432,14075285,26087,2.0,12539247,9283,2.0,35785368.0
2003,Georgia,14558853,6845522,21268,7.0,5973009,4374,7.0,14376745.0
2003,Hawaii,2429692,1022869,23754,5.0,905344,6837,5.0,2343828.0
2003,Idaho,2222135,1071006,20748,7.0,917406,4222,7.0,2160459.0
2003,Illinois,23678934,10054294,23551,5.0,8797693,6915,5.0,23054597.0
2003,Indiana,9739881,4971451,19592,9.0,4333872,2474,8.0,9378556.0
2003,Iowa,4951104,2391594,20702,8.0,2078943,3815,8.0,4743100.0
2003,Kansas,4116318,2180026,18882,0.0,1883375,1856,9.0,4007509.0
2003,Kentucky,5836382,3344532,17451,0.0,2945184,9817,0.0,5768085.0
2003,Louisiana,8596992,3611127,23807,4.0,3118469,7568,4.0,8366377.0
2003,Maine,2594517,1085466,23902,4.0,955702,7148,4.0,2485117.0
2003,Maryland,9403198,4433865,21208,7.0,3899105,4116,7.0,9139187.0
2003,Massachusetts,13118931,5275022,24870,3.0,4654423,8186,3.0,12529276.0
2003,Michigan,17501985,8065705,21699,7.0,7040240,4860,7.0,17101816.0
2003,Minnesota,9903552,4075348,24301,3.0,3543280,7950,4.0,9605583.0
2003,Mississippi,4857590,2282088,21286,7.0,1970486,4652,7.0,4854361.0
2003,Missouri,10575717,4620841,22887,5.0,4037713,6192,5.0,10235177.0
2003,Montana,1974652,753261,26215,2.0,653012,239,2.0,1948714.0
2003,Nebraska,3129312,1395869,22418,6.0,1205979,5948,6.0,3036029.0
2003,Nevada,6457953,1800077,35876,1.0,1600922,339,1.0,6185333.0
2003,New Hampshire,4272514,1044144,40919,1.0,913598,6766,1.0,4076738.0
2003,New Jersey,15606289,6951886,22449,6.0,6171824,5286,6.0,14931417.0
2003,New Mexico,3594016,1496150,24022,4.0,1289056,7881,4.0,3500656.0
2003,New York,30330448,15621472,19416,9.0,13762089,2039,9.0,29460238.0
2003,North Carolina,13625209,6814873,19993,8.0,5998004,2716,8.0,13562296.0
2003,North Dakota,1347747,526149,25615,2.0,450130,9941,2.0,1310567.0
2003,Ohio,18074883,9247282,19546,9.0,8109577,2288,9.0,17865941.0
2003,Oklahoma,5466453,2825299,19348,9.0,2455302,2264,9.0,5354373.0
2003,Oregon,6829411,2895533,23586,5.0,2548409,6799,5.0,6658460.0
2003,Pennsylvania,20820302,10189078,20434,8.0,8961745,3232,8.0,20254604.0
2003,Rhode Island,2153314,880586,24453,3.0,769717,7975,4.0,2046302.0
2003,South Carolina,7893822,3361534,23483,5.0,2939060,6858,5.0,7846641.0
2003,South Dakota,1483989,614696,24142,4.0,528182,8096,3.0,1451053.0
2003,Tennessee,9319131,4744305,19643,8.0,4186681,2259,9.0,9293515.0
2003,Texas,37794341,17253541,21905,6.0,14880907,5398,6.0,36486337.0
2003,Utah,2304105,1779231,12950,0.0,1486854,5497,0.0,2238225.0
2003,Vermont,1282491,511914,25053,3.0,443369,8926,3.0,1247426.0
2003,Virginia,12106181,5990267,20210,8.0,5262212,3006,8.0,11926319.0
2003,Washington,10917352,4943580,22084,6.0,4330282,5212,6.0,10602402.0
2003,West Virginia,2600117,1512837,17187,0.0,1344682,9336,0.0,2572310.0
2003,Wisconsin,12557291,4449081,28224,2.0,3867621,2468,2.0,12109728.0
2003,Wyoming,1164429,410274,28382,1.0,354412,2855,1.0,1126229.0
2003,Northeast Region,96490489,44387502,21738,,39127755,4660,,93360920.0
2003,Midwest Region,117060712,52592336,22258,,45876605,5516,,13293634.0
2003,South Region,183471386,84088170,21819,,73646635,4912,,79361932.0
2003,West Region,121793767,52633159,23140,,45874245,6549,,17137877.0
2003,United States,518816354,233701167,22200,,204525240,5367,,1222196.0
2004,Alabama,7029765,3678497,19110,9.0,3221466,1822,9.0,6918421.0
2004,Alaska,1404821,518484,27095,2.0,441510,1819,2.0,1362513.0
2004,Arizona,10978247,4496622,24414,4.0,3931983,7920,4.0,10671162.0
2004,Arkansas,3742958,2224428,16827,0.0,1949966,9195,0.0,3657528.0
2004,California,63743811,28312395,22514,6.0,24628098,5883,6.0,61395026.0
2004,Colorado,9902013,3689253,26840,2.0,3230338,653,2.0,9456890.0
2004,Connecticut,6397605,2847564,22467,6.0,2508415,5505,6.0,6116794.0
2004,Delaware,2219121,677646,32748,1.0,593886,7366,1.0,2111179.0
2004,District of Columbia,1831434,481598,38028,1.0,426706,2920,1.0,1772131.0
2004,Florida,38725017,14452919,26794,2.0,12857122,120,2.0,37398632.0
2004,Georgia,14704791,6978366,21072,7.0,6080847,4182,8.0,14364890.0
2004,Hawaii,2608381,1043782,24990,3.0,923877,8233,4.0,2526422.0
2004,Idaho,2282104,1095389,20834,8.0,940733,4259,7.0,2219759.0
2004,Illinois,22501682,10113167,22250,6.0,8843163,5445,6.0,21760954.0
2004,Indiana,10067860,5010074,20095,8.0,4366625,3056,8.0,9725958.0
2004,Iowa,5094163,2405367,21178,7.0,2093477,4334,7.0,4878161.0
2004,Kansas,4083030,2194218,18608,9.0,1898915,1502,9.0,3977718.0
2004,Kentucky,6116105,3375838,18117,0.0,2974438,562,0.0,6049846.0
2004,Louisiana,8614160,3646902,23620,5.0,3155835,7296,5.0,8383585.0
2004,Maine,2670306,1095206,24382,4.0,964943,7673,4.0,2537327.0
2004,Maryland,9660415,4491125,21510,7.0,3942992,4500,7.0,9407897.0
2004,Massachusetts,13335271,5286362,25226,3.0,4654201,8652,3.0,12791433.0
2004,Michigan,17451306,8109376,21520,7.0,7068437,4689,7.0,17092517.0
2004,Minnesota,10270545,4112822,24972,3.0,3579910,8689,3.0,9877134.0
2004,Mississippi,4933482,2304355,21409,7.0,1991387,4774,7.0,4936223.0
2004,Missouri,10812775,4663500,23186,5.0,4074777,6536,5.0,10460160.0
2004,Montana,2031945,764499,26579,2.0,664444,581,2.0,1974974.0
2004,Nebraska,3202881,1405953,22781,6.0,1217343,6310,5.0,3111435.0
2004,Nevada,6794380,1882729,36088,1.0,1671291,653,1.0,6514343.0
2004,New Hampshire,4378687,1057942,41389,1.0,925648,7304,1.0,4149485.0
2004,New Jersey,16091249,6996597,22999,6.0,6199824,5954,6.0,15450804.0
2004,New Mexico,3594100,1523053,23598,5.0,1314058,7351,5.0,3501172.0
2004,New York,30742614,15684862,19600,9.0,13799421,2278,9.0,29893321.0
2004,North Carolina,13784211,6937454,19869,8.0,6098042,2604,8.0,13709963.0
2004,North Dakota,1328526,532685,24940,3.0,457230,9056,3.0,1295066.0
2004,Ohio,18316767,9285618,19726,9.0,8139962,2502,9.0,17839993.0
2004,Oklahoma,4846926,2848291,17017,0.0,2479276,9550,0.0,4773815.0
2004,Oregon,7121189,2923899,24355,4.0,2574690,7658,4.0,6951980.0
2004,Pennsylvania,21132463,10247758,20622,8.0,9003894,3470,8.0,20582565.0
2004,Rhode Island,2147442,887357,24200,4.0,773280,7771,4.0,2032180.0
2004,South Carolina,8165490,3423947,23848,5.0,2989316,7316,5.0,8107519.0
2004,South Dakota,1523813,621357,24524,4.0,535429,8460,3.0,1491544.0
2004,Tennessee,9272601,4805908,19294,9.0,4237237,1884,9.0,9110693.0
2004,Texas,38788442,17568401,22079,6.0,15164362,5579,6.0,37506097.0
2004,Utah,2351780,1810522,12990,0.0,1519933,5473,0.0,2285901.0
2004,Vermont,1321608,515907,25617,3.0,447173,9555,3.0,1286957.0
2004,Virginia,12417574,6090053,20390,8.0,5348430,3217,8.0,12225116.0
2004,Washington,11549650,5018155,23016,5.0,4396540,6270,6.0,11239626.0
2004,West Virginia,2650176,1518047,17458,0.0,1350331,9626,0.0,2624654.0
2004,Wisconsin,12795412,4489725,28499,1.0,3907696,2744,1.0,12375963.0
2004,Wyoming,1071281,415781,25766,2.0,360276,9735,2.0,1032385.0
2004,Northeast Region,98217244,44619555,22012,,39276799,5006,,95301707.0
2004,Midwest Region,117448760,52943862,22184,,46182964,5431,,13743454.0
2004,South Region,187502669,85503775,21929,,74861639,5047,,82734312.0
2004,West Region,125433704,53494563,23448,,46597771,6918,,20986036.0
2004,United States,528602377,236561755,22345,,206919173,5546,,11785218.0
2005,Alabama,7113426,3718299,19131,9.0,3254543,1857,9.0,7001546.0
2005,Alaska,1391383,527515,26376,2.0,450414,891,2.0,1346414.0
2005,Arizona,11673233,4650701,25100,3.0,4064294,8721,3.0,11300807.0
2005,Arkansas,3765303,2251610,16723,0.0,1974020,9074,0.0,3676256.0
2005,California,64600921,28635575,22560,6.0,24867435,5978,6.0,62104548.0
2005,Colorado,10169366,3739118,27197,2.0,3275276,1049,2.0,9713607.0
2005,Connecticut,6401494,2867488,22324,6.0,2522054,5382,6.0,6112359.0
2005,Delaware,2244604,691264,32471,1.0,605142,7092,1.0,2137114.0
2005,District of Columbia,1884866,483773,38962,1.0,428357,4002,1.0,1821686.0
2005,Florida,40013115,14834078,26974,2.0,13185462,346,2.0,38611941.0
2005,Georgia,14746525,7107244,20749,8.0,6187303,3834,8.0,14401117.0
2005,Hawaii,2624493,1063859,24670,4.0,943701,7811,4.0,2534175.0
2005,Idaho,2331594,1124115,20742,8.0,967553,4098,7.0,2266479.0
2005,Illinois,23244430,10158394,22882,6.0,8879899,6176,6.0,22451541.0
2005,Indiana,10170242,5054364,20122,8.0,4403182,3097,8.0,9808050.0
2005,Iowa,5226900,2417488,21621,7.0,2106284,4816,7.0,5000270.0
2005,Kansas,4160974,2204859,18872,9.0,1911252,1771,9.0,4049260.0
2005,Kentucky,6123940,3410602,17956,0.0,3004057,386,0.0,6055196.0
2005,Louisiana,8867440,3675499,24126,4.0,3186078,7832,4.0,8665876.0
2005,Maine,2781089,1102784,25219,3.0,972354,8602,3.0,2650076.0
2005,Maryland,9807945,4544403,21582,7.0,3984353,4616,7.0,9541776.0
2005,Massachusetts,13313372,5297798,25130,3.0,4655553,8597,3.0,12634784.0
2005,Michigan,17608620,8136548,21641,7.0,7083110,4860,7.0,17215380.0
2005,Minnesota,10284388,4147030,24799,4.0,3614745,8451,4.0,9865764.0
2005,Mississippi,5059344,2322530,21784,7.0,2009441,5178,7.0,4983478.0
2005,Missouri,10833902,4707779,23013,5.0,4114131,6333,6.0,10470905.0
2005,Montana,2155340,774714,27821,2.0,675227,1920,2.0,2096093.0
2005,Nebraska,3246171,1417227,22905,6.0,1229726,6398,5.0,3149451.0
2005,Nevada,6879235,1954896,35190,1.0,1732586,9705,1.0,6601888.0
2005,New Hampshire,4495789,1069243,42046,1.0,935041,8081,1.0,4258173.0
2005,New Jersey,16189288,7031282,23025,5.0,6220050,6028,6.0,15551641.0
2005,New Mexico,3751749,1550477,24197,4.0,1340592,7986,4.0,3652907.0
2005,New York,31224537,15717917,19866,9.0,13811944,2607,9.0,30305198.0
2005,North Carolina,13886158,7068917,19644,9.0,6206114,2375,9.0,13785072.0
2005,North Dakota,1388828,534539,25982,3.0,460900,133,3.0,1351084.0
2005,Ohio,18594932,9319770,19952,8.0,8163066,2779,8.0,18084638.0
2005,Oklahoma,5175830,2868746,18042,0.0,2500623,698,0.0,5070705.0
2005,Oregon,7117744,2967400,23986,5.0,2614661,7222,5.0,6927584.0
2005,Pennsylvania,21714765,10307471,21067,7.0,9047455,4001,8.0,21132948.0
2005,Rhode Island,2030461,885604,22927,6.0,770745,6344,5.0,1912499.0
2005,South Carolina,8431684,3481187,24221,4.0,3038223,7752,4.0,8391853.0
2005,South Dakota,1580362,626093,25242,3.0,541587,9180,3.0,1542939.0
2005,Tennessee,9382359,4879056,19230,9.0,4296981,1835,9.0,9205184.0
2005,Texas,39422157,17893165,22032,6.0,15455692,5507,6.0,38087309.0
2005,Utah,2355349,1852648,12713,0.0,1560750,5091,0.0,2280103.0
2005,Vermont,1393983,519157,26851,2.0,450619,935,2.0,1359881.0
2005,Virginia,12679748,6186352,20496,8.0,5431749,3344,8.0,12459202.0
2005,Washington,11953744,5098795,23444,5.0,4470138,6741,5.0,11609295.0
2005,West Virginia,2634365,1523773,17288,0.0,1355524,9434,0.0,2605832.0
2005,Wisconsin,13365104,4527165,29522,1.0,3944553,3882,1.0,12924629.0
2005,Wyoming,1012408,420458,24079,5.0,365603,7691,5.0,968788.0
2005,Northeast Region,99544779,44798744,22220,,39385815,5274,,96481361.0
2005,Midwest Region,119704851,53251256,22479,,46452435,5769,,15762931.0
2005,South Region,191238808,86940498,21997,,76103662,5129,,86227659.0
2005,West Region,128016561,54360271,23550,,47328230,7049,,23245808.0
2005,United States,538504999,239350769,22499,,209270142,5733,,20741365.0
2006,Alabama,7372940,3771788,19548,9.0,3302290,2327,9.0,7247345.0
2006,Alaska,1473130,535710,27499,2.0,458921,2100,2.0,1423307.0
2006,Arizona,12065270,4806235,25103,4.0,4199851,8728,4.0,11703955.0
2006,Arkansas,4002904,2285779,17512,0.0,2005466,9960,0.0,3904639.0
2006,California,66063969,28898907,22860,6.0,25073376,6348,6.0,63520270.0
2006,Colorado,10376867,3815012,27200,2.0,3347476,999,3.0,9910746.0
2006,Connecticut,6627517,2884333,22978,6.0,2536546,6128,6.0,6335730.0
2006,Delaware,2298731,704580,32626,1.0,617135,7248,1.0,2189019.0
2006,District of Columbia,1929487,489415,39424,1.0,433136,4547,1.0,1865951.0
2006,Florida,40855500,15122790,27016,3.0,13436598,406,3.0,39402616.0
2006,Georgia,15336275,7298676,21012,8.0,6356428,4127,8.0,15190370.0
2006,Hawaii,2719141,1080699,25161,4.0,958827,8359,4.0,2622045.0
2006,Idaho,2459855,1155718,21284,7.0,998074,4646,7.0,2389499.0
2006,Illinois,23991821,10212541,23493,5.0,8931640,6862,6.0,23459890.0
2006,Indiana,10193488,5103642,19973,9.0,4446972,2922,8.0,9831786.0
2006,Iowa,5358118,2433057,22022,7.0,2123198,5236,7.0,5115661.0
2006,Kansas,4304573,2221811,19374,9.0,1930060,2303,9.0,4184512.0
2006,Kentucky,6283803,3443417,18249,0.0,3034396,709,0.0,6211979.0
2006,Louisiana,9144760,3482877,26256,3.0,3027893,202,3.0,8941190.0
2006,Maine,2822118,1110047,25423,4.0,980435,8784,4.0,2691707.0
2006,Maryland,10007127,4587363,21815,7.0,4021735,4883,7.0,9743536.0
2006,Massachusetts,13590415,5318192,25555,3.0,4671374,9093,3.0,12915980.0
2006,Michigan,17765745,8152789,21791,7.0,7096451,5035,7.0,17340516.0
2006,Minnesota,10061235,4188549,24021,5.0,3659199,7496,5.0,9760124.0
2006,Mississippi,5195575,2327036,22327,7.0,2014043,5797,7.0,5191383.0
2006,Missouri,11283248,4757362,23717,5.0,4161378,7114,5.0,10903261.0
2006,Montana,2255027,786641,28667,2.0,688453,2755,2.0,2191353.0
2006,Nebraska,3347108,1427172,23453,6.0,1241510,6960,5.0,3245505.0
2006,Nevada,7377520,2029830,36346,1.0,1795981,1078,1.0,7084266.0
2006,New Hampshire,4628781,1081432,42802,1.0,946807,8888,1.0,4424346.0
2006,New Jersey,16430243,7060131,23272,6.0,6240705,6328,6.0,15780647.0
2006,New Mexico,3726676,1578190,23614,5.0,1368691,7228,5.0,3621743.0
2006,New York,31622418,15748737,20079,8.0,13833576,2859,9.0,30665816.0
2006,North Carolina,14549051,7249752,20068,9.0,6366658,2852,9.0,14425729.0
2006,North Dakota,1451998,538184,26980,3.0,465905,1165,2.0,1410157.0
2006,Ohio,18785395,9355185,20080,8.0,8195976,2920,8.0,18260543.0
2006,Oklahoma,5423105,2907208,18654,0.0,2537488,1372,0.0,5315496.0
2006,Oregon,7831797,3019917,25934,3.0,2664582,9392,3.0,7663237.0
2006,Pennsylvania,21756617,10379489,20961,8.0,9108580,3886,8.0,21508125.0
2006,Rhode Island,2130806,885258,24070,5.0,769714,7683,5.0,2033919.0
2006,South Carolina,8725141,3560267,24507,4.0,3110392,8052,4.0,8685098.0
2006,South Dakota,1579450,632555,24969,4.0,548967,8771,4.0,1545251.0
2006,Tennessee,9384141,4963286,18907,9.0,4372254,1463,9.0,9331404.0
2006,Texas,41033785,18356343,22354,6.0,15867154,5861,6.0,39657732.0
2006,Utah,2518861,1901005,13250,0.0,1607799,5667,0.0,2437426.0
2006,Vermont,1426877,522572,27305,2.0,454517,1393,2.0,1391500.0
2006,Virginia,13063883,6277780,20810,8.0,5513870,3693,8.0,12830926.0
2006,Washington,11842110,5203532,22758,6.0,4567139,5929,6.0,11521448.0
2006,West Virginia,2640786,1532136,17236,0.0,1363158,9373,0.0,2611316.0
2006,Wisconsin,13627822,4559256,29890,1.0,3981380,4229,1.0,13178981.0
2006,Wyoming,1164347,427470,27238,2.0,373245,1195,2.0,1119719.0
2006,Northeast Region,101035791,44990191,22457,,39542254,5551,,97937845.0
2006,Midwest Region,121749999,53582103,22722,,46782636,6025,,17713211.0
2006,South Region,197246993,88360493,22323,,77380094,5491,,92107815.0
2006,West Region,131874569,55238866,23874,,48102415,7415,,26949830.0
2006,United States,551907352,242171653,22790,,211807399,6057,,33717832.0
2007,Alabama,7607553,3811776,19958,9.0,3338105,2790,9.0,7471430.0
2007,Alaska,1367197,541054,25269,4.0,465454,9373,4.0,1323957.0
2007,Arizona,12365688,4918986,25139,4.0,4297324,8775,4.0,12034468.0
2007,Arkansas,3893145,2307759,16870,0.0,2026174,9214,0.0,3805439.0
2007,California,67190477,29171284,23033,6.0,25305847,6551,6.0,64759342.0
2007,Colorado,10789176,3883503,27782,2.0,3413575,1607,2.0,10341000.0
2007,Connecticut,6746753,2900140,23264,6.0,2551293,6444,6.0,6397915.0
2007,Delaware,2283490,716058,31890,1.0,627290,6402,1.0,2176689.0
2007,District of Columbia,1980349,494972,40009,1.0,437781,5236,1.0,1915170.0
2007,Florida,41098220,15316096,26833,3.0,13609567,198,3.0,39661778.0
2007,Georgia,15636161,7453493,20978,8.0,6489228,4096,8.0,15496189.0
2007,Hawaii,2769203,1086108,25497,4.0,964475,8712,4.0,2676835.0
2007,Idaho,2552762,1182988,21579,8.0,1023533,4941,7.0,2481683.0
2007,Illinois,24505548,10275866,23848,5.0,8992063,7252,5.0,23953018.0
2007,Indiana,10750128,5145529,20892,8.0,4485124,3968,8.0,10367947.0
2007,Iowa,5507849,2446945,22509,7.0,2138265,5758,7.0,5258525.0
2007,Kansas,4379634,2236106,19586,9.0,1946237,2503,9.0,4264360.0
2007,Kentucky,6414401,3476428,18451,0.0,3065325,926,0.0,6343883.0
2007,Louisiana,9401962,3538427,26571,3.0,3080073,525,3.0,9200476.0
2007,Maine,2865801,1115006,25702,4.0,987173,9030,4.0,2732823.0
2007,Maryland,10167058,4619928,22007,7.0,4051237,5096,7.0,9913531.0
2007,Massachusetts,13863667,5349571,25915,4.0,4699122,9503,4.0,13190364.0
2007,Michigan,17885815,8148506,21950,7.0,7094846,5210,7.0,17456765.0
2007,Minnesota,10977843,4226608,25973,3.0,3701539,9658,3.0,10544324.0
2007,Mississippi,5315634,2347116,22648,6.0,2032832,6149,6.0,5312940.0
2007,Missouri,11527626,4798524,24023,5.0,4202633,7430,5.0,11155648.0
2007,Montana,2346054,796956,29438,2.0,700140,3508,2.0,2284420.0
2007,Nebraska,3313704,1435387,23086,6.0,1251687,6474,6.0,3222237.0
2007,Nevada,7362385,2093592,35166,1.0,1850954,9776,1.0,7084211.0
2007,New Hampshire,4743748,1089019,43560,1.0,954778,9684,1.0,4515359.0
2007,New Jersey,16531852,7090380,23316,6.0,6266381,6382,6.0,15885425.0
2007,New Mexico,3835847,1602125,23942,5.0,1392636,7544,5.0,3735283.0
2007,New York,33159310,15815983,20966,8.0,13896243,3862,8.0,32269872.0
2007,North Carolina,15149348,7408996,20447,9.0,6507911,3278,9.0,15022225.0
2007,North Dakota,1525795,540821,28213,2.0,470409,2435,2.0,1481143.0
2007,Ohio,19159457,9385245,20414,9.0,8225923,3292,9.0,18635630.0
2007,Oklahoma,5613994,2937882,19109,9.0,2568434,1858,9.0,5512216.0
2007,Oregon,8134693,3065372,26537,3.0,2708179,38,3.0,7964959.0
2007,Pennsylvania,22735133,10440003,21777,7.0,9165393,4805,8.0,22162142.0
2007,Rhode Island,2162492,882725,24498,5.0,767760,8166,5.0,2075333.0
2007,South Carolina,8810514,3633352,24249,5.0,3177316,7729,5.0,8770489.0
2007,South Dakota,1665180,639078,26056,3.0,556543,9920,3.0,1624926.0
2007,Tennessee,9560601,5039298,18972,0.0,4440336,1531,0.0,9499818.0
2007,Texas,41920653,18733077,22378,7.0,16208020,5864,7.0,40502969.0
2007,Utah,2688252,1950070,13785,0.0,1653027,6263,0.0,2607944.0
2007,Vermont,1459507,524341,27835,2.0,457075,1931,2.0,1424216.0
2007,Virginia,13361101,6348476,21046,8.0,5581769,3937,8.0,13128691.0
2007,Washington,12558382,5283691,23768,6.0,4643701,7044,6.0,12239014.0
2007,West Virginia,2687309,1537856,17474,0.0,1369374,9624,0.0,2655210.0
