Year,State,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1991,West Virginia,Wine,1019000,131451,1472571,893,0,1276953,1029,0,N/A,02,103938
1991,West Virginia,Beer,38532635,1733969,1472571,11775,8,1276953,3579,8,N/A,46,1772501
1991,West Virginia,All beverages,N/A,2503795,1472571,17003,0,1276953,9608,0,N/A,N/A,2483750
1991,Wisconsin,Spirits,7975128,3277778,3922945,8355,3,3434446,9544,3,N/A,79,3022574
1991,Wisconsin,Wine,8253846,1064746,3922945,2714,5,3434446,3100,5,N/A,03,850146
1991,Wisconsin,Beer,143892999,6475185,3922945,16506,1,3434446,8854,1,N/A,46,6619078
1991,Wisconsin,All beverages,N/A,10817709,3922945,27575,1,3434446,1498,1,N/A,N/A,10491798
1991,Wyoming,Spirits,769752,316368,352024,8987,2,301886,0480,2,N/A,65,280959
1991,Wyoming,Wine,558000,71982,352024,2045,7,301886,2384,7,N/A,98,54684
1991,Wyoming,Beer,11363360,511351,352024,14526,3,301886,6939,3,N/A,46,522715
1991,Wyoming,All beverages,N/A,899701,352024,25558,3,301886,9803,3,N/A,N/A,858358
1991,Northeast Region,Spirits,73741288,30307671,41529333,7298,N/A,36802450,8235,N/A,N/A,78,27874207
1991,Northeast Region,Wine,110591920,14266357,41529333,3435,N/A,36802450,3876,N/A,N/A,08,11943927
1991,Northeast Region,Beer,1096045009,49322025,41529333,11876,N/A,36802450,3402,N/A,N/A,46,50418070
1991,Northeast Region,All beverages,N/A,93896053,41529333,22610,N/A,36802450,5514,N/A,N/A,N/A,90236204
1991,Midwest Region,Spirits,78473144,32252463,47866839,6738,N/A,41863897,7704,N/A,N/A,70,29035063
1991,Midwest Region,Wine,85525510,11032791,47866839,2305,N/A,41863897,2635,N/A,N/A,06,9065704
1991,Midwest Region,Beer,1431023143,64396042,47866839,13453,N/A,41863897,5382,N/A,N/A,46,65827065
1991,Midwest Region,All beverages,N/A,107681296,47866839,22496,N/A,41863897,5722,N/A,N/A,N/A,03927832
1991,South Region,Spirits,116122663,47726414,69438260,6873,N/A,60646858,7870,N/A,N/A,85,44707225
1991,South Region,Wine,125790321,16226951,69438260,2337,N/A,60646858,2676,N/A,N/A,03,12956403
1991,South Region,Beer,2016144179,90726489,69438260,13066,N/A,60646858,4960,N/A,N/A,46,92742632
1991,South Region,All beverages,N/A,154679854,69438260,22276,N/A,60646858,5505,N/A,N/A,N/A,50406260
1991,West Region,Spirits,78562442,32289163,42329349,7628,N/A,37080263,8708,N/A,N/A,76,29539478
1991,West Region,Wine,143322601,18488616,42329349,4368,N/A,37080263,4986,N/A,N/A,04,14905551
1991,West Region,Beer,1221183328,54953249,42329349,12982,N/A,37080263,4820,N/A,N/A,46,56174433
1991,West Region,All beverages,N/A,105731028,42329349,24978,N/A,37080263,8514,N/A,N/A,N/A,00619462
1991,United States,Spirits,346899537,142575711,201163781,7088,N/A,176393468,8083,N/A,N/A,78,31128025
1991,United States,Wine,465230352,60014715,201163781,2983,N/A,176393468,3402,N/A,N/A,05,48849187
1991,United States,Beer,5764395659,259397805,201163781,12895,N/A,176393468,4706,N/A,N/A,46,65162200
1991,United States,All beverages,N/A,461988231,201163781,22966,N/A,176393468,6191,N/A,N/A,N/A,45139412
1992,Alabama,Spirits,4737000,1946907,3324949,5855,8,2887224,6743,8,N/A,91,1852167
1992,Alabama,Wine,4773000,615717,3324949,1852,8,2887224,2133,8,N/A,05,501165
1992,Alabama,Beer,75192000,3383640,3324949,10177,0,2887224,1719,0,N/A,46,3458832
1992,Alabama,All beverages,N/A,5946264,3324949,17884,0,2887224,0595,0,N/A,N/A,5812164
1992,Alaska,Spirits,1147000,471417,437582,10773,1,379756,2414,1,N/A,38,387686
1992,Alaska,Wine,1405000,181245,437582,4142,3,379756,4773,3,N/A,10,154550
1992,Alaska,Beer,14906000,670770,437582,15329,3,379756,7663,2,N/A,46,685676
1992,Alaska,All beverages,N/A,1323432,437582,30244,1,379756,4850,1,N/A,N/A,1227912
1992,Arizona,Spirits,6009000,2469699,3070275,8044,4,2698598,9152,4,N/A,61,2169249
1992,Arizona,Wine,7395000,953955,3070275,3107,4,2698598,3535,4,N/A,01,746895
1992,Arizona,Beer,107604000,4842180,3070275,15771,2,2698598,7943,2,N/A,46,4949784
1992,Arizona,All beverages,N/A,8265834,3070275,26922,2,2698598,0630,2,N/A,N/A,7865928
1992,Arkansas,Spirits,3051000,1253961,1922189,6524,7,1669566,7511,7,N/A,42,1043442
1992,Arkansas,Wine,1851000,238779,1922189,1242,0,1669566,1430,0,N/A,09,201759
1992,Arkansas,Beer,48080000,2163600,1922189,11256,9,1669566,2959,9,N/A,46,2211680
1992,Arkansas,All beverages,N/A,3656340,1922189,19022,9,1669566,1900,9,N/A,N/A,3456881
1992,California,Spirits,44255000,18188805,24135509,7536,5,21274637,8550,5,N/A,62,16020310
1992,California,Wine,94869000,12238101,24135509,5071,1,21274637,5752,1,N/A,07,10150983
1992,California,Beer,685509000,30847905,24135509,12781,6,21274637,4500,6,N/A,46,31533414
1992,California,All beverages,N/A,61274811,24135509,25388,3,21274637,8802,3,N/A,N/A,57704707
1992,Colorado,Spirits,5460000,2244060,2755136,8145,3,2431910,9228,3,N/A,71,2025660
1992,Colorado,Wine,7708000,994332,2755136,3609,4,2431910,4089,3,N/A,00,770800
1992,Colorado,Beer,82075000,3693375,2755136,13405,5,2431910,5187,5,N/A,46,3775450
1992,Colorado,All beverages,N/A,6931767,2755136,25159,3,2431910,8503,4,N/A,N/A,6571910
1992,Connecticut,Spirits,5433000,2232963,2677814,8339,3,2400192,9303,3,N/A,62,1966746
1992,Connecticut,Wine,9366000,1208214,2677814,4512,2,2400192,5034,2,N/A,07,1002162
1992,Connecticut,Beer,60121000,2705445,2677814,10103,0,2400192,1272,0,N/A,46,2765566
1992,Connecticut,All beverages,N/A,6146622,2677814,22954,6,2400192,5609,6,N/A,N/A,5734474
1992,Delaware,Spirits,1309000,537999,555416,9686,1,492888,0915,1,N/A,60,471240
1992,Delaware,Wine,1555000,200595,555416,3612,3,492888,4070,4,N/A,05,163275
1992,Delaware,Beer,17340000,780300,555416,14049,3,492888,5831,4,N/A,46,797640
1992,Delaware,All beverages,N/A,1518894,555416,27347,2,492888,0816,2,N/A,N/A,1432155
1992,District of Columbia,Spirits,2117000,870087,501044,17365,1,453285,9195,1,N/A,86,817162
1992,District of Columbia,Wine,2737000,353073,501044,7047,1,453285,7789,1,N/A,11,303807
1992,District of Columbia,Beer,17896000,805320,501044,16073,1,453285,7766,2,N/A,46,823216
1992,District of Columbia,All beverages,N/A,2028480,501044,40485,1,453285,4751,1,N/A,N/A,1944185
1992,Florida,Spirits,26082000,10719702,11162102,9604,2,10031551,0686,2,N/A,57,9311274
1992,Florida,Wine,29361000,3787569,11162102,3393,4,10031551,3776,4,N/A,04,3053544
1992,Florida,Beer,360078000,16203510,11162102,14517,3,10031551,6153,3,N/A,46,16563588
1992,Florida,All beverages,N/A,30710781,11162102,27513,1,10031551,0614,2,N/A,N/A,28928406
1992,Georgia,Spirits,10384000,4267824,5381355,7931,4,4690397,9099,4,N/A,88,4028992
1992,Georgia,Wine,8918000,1150422,5381355,2138,7,4690397,2453,7,N/A,03,918554
1992,Georgia,Beer,146023000,6571035,5381355,12211,7,4690397,4010,7,N/A,46,6717058
1992,Georgia,All beverages,N/A,11989281,5381355,22279,7,4690397,5561,6,N/A,N/A,11664604
1992,Hawaii,Spirits,1550000,637050,922563,6905,6,815751,7809,6,N/A,79,587450
1992,Hawaii,Wine,2786000,359394,922563,3896,3,815751,4406,3,N/A,02,284172
1992,Hawaii,Beer,31743000,1428435,922563,15483,2,815751,7511,3,N/A,46,1460178
1992,Hawaii,All beverages,N/A,2424879,922563,26284,2,815751,9726,3,N/A,N/A,2331800
1992,Idaho,Spirits,1131000,464841,820243,5667,8,696910,6670,8,N/A,73,421863
1992,Idaho,Wine,1997000,257613,820243,3141,4,696910,3697,4,N/A,03,205691
1992,Idaho,Beer,24107000,1084815,820243,13226,5,696910,5566,4,N/A,46,1108922
1992,Idaho,All beverages,N/A,1807269,820243,22033,7,696910,5933,6,N/A,N/A,1736476
1992,Illinois,Spirits,16720000,6871920,9290759,7397,5,8169363,8412,6,N/A,51,5868720
1992,Illinois,Wine,24882000,3209778,9290759,3455,4,8169363,3929,4,N/A,11,2761902
1992,Illinois,Beer,276758000,12454110,9290759,13405,5,8169363,5245,5,N/A,46,12730868
1992,Illinois,All beverages,N/A,22535808,9290759,24256,4,8169363,7586,4,N/A,N/A,21361490
1992,Indiana,Spirits,6451000,2651361,4535127,5846,8,3955362,6703,8,N/A,51,2264301
1992,Indiana,Wine,7078000,913062,4535127,2013,7,3955362,2308,7,N/A,04,736112
1992,Indiana,Beer,117289000,5278005,4535127,11638,8,3955362,3344,8,N/A,46,5395294
1992,Indiana,All beverages,N/A,8842428,4535127,19498,9,3955362,2356,8,N/A,N/A,8395707
1992,Iowa,Spirits,2516000,1034076,2253316,4589,0,1975494,5235,0,N/A,62,910792
1992,Iowa,Wine,2263000,291927,2253316,1296,9,1975494,1478,9,N/A,97,219511
1992,Iowa,Beer,65533000,2948985,2253316,13087,6,1975494,4928,6,N/A,46,3014518
1992,Iowa,All beverages,N/A,4274988,2253316,18972,9,1975494,1640,9,N/A,N/A,4144821
1992,Kansas,Spirits,2648000,1088328,1992022,5463,9,1747972,6226,9,N/A,56,942688
1992,Kansas,Wine,2141000,276189,1992022,1386,9,1747972,1580,9,N/A,97,207677
1992,Kansas,Beer,48407000,2178315,1992022,10935,9,1747972,2462,9,N/A,46,2226722
1992,Kansas,All beverages,N/A,3542832,1992022,17785,0,1747972,0268,0,N/A,N/A,3377087
1992,Kentucky,Spirits,4125000,1695375,3023012,5608,9,2628927,6449,9,N/A,63,1497375
1992,Kentucky,Wine,2626000,338754,3023012,1121,0,2628927,1289,0,N/A,03,270478
1992,Kentucky,Beer,69753000,3138885,3023012,10383,0,2628927,1940,0,N/A,46,3208638
1992,Kentucky,All beverages,N/A,5173014,3023012,17112,0,2628927,9677,0,N/A,N/A,4976491
1992,Louisiana,Spirits,5976000,2456136,3322318,7393,5,2857409,8596,5,N/A,51,2097576
1992,Louisiana,Wine,5767000,743943,3322318,2239,6,2857409,2604,6,N/A,15,663205
1992,Louisiana,Beer,114436000,5149620,3322318,15500,2,2857409,8022,2,N/A,46,5264056
1992,Louisiana,All beverages,N/A,8349699,3322318,25132,3,2857409,9221,3,N/A,N/A,8024837
1992,Maine,Spirits,1888000,775968,994445,7803,4,876472,8853,4,N/A,73,704224
1992,Maine,Wine,2215000,285735,994445,2873,5,876472,3260,5,N/A,04,230360
1992,Maine,Beer,25735000,1158075,994445,11645,8,876472,3213,8,N/A,46,1183810
1992,Maine,All beverages,N/A,2219778,994445,22322,6,876472,5326,7,N/A,N/A,2118394
1992,Maryland,Spirits,8208000,3373488,3925972,8593,2,3500952,9636,3,N/A,70,3036960
1992,Maryland,Wine,8954000,1155066,3925972,2942,5,3500952,3299,5,N/A,08,967032
1992,Maryland,Beer,96549000,4344705,3925972,11067,9,3500952,2410,9,N/A,46,4441254
1992,Maryland,All beverages,N/A,8873259,3925972,22601,6,3500952,5345,7,N/A,N/A,8445246
1992,Massachusetts,Spirits,9824000,4037664,4912462,8219,3,4399368,9178,3,N/A,53,3467872
1992,Massachusetts,Wine,16709000,2155461,4912462,4388,2,4399368,4899,2,N/A,08,1804572
1992,Massachusetts,Beer,122631000,5518395,4912462,11233,9,4399368,2544,9,N/A,46,5641026
1992,Massachusetts,All beverages,N/A,11711520,4912462,23840,5,4399368,6621,5,N/A,N/A,10913470
1992,Michigan,Spirits,13489000,5543979,7502798,7389,6,6563954,8446,5,N/A,75,5058375
1992,Michigan,Wine,12549000,1618821,7502798,2158,6,6563954,2466,6,N/A,09,1367841
1992,Michigan,Beer,209458000,9425610,7502798,12563,6,6563954,4360,6,N/A,46,9635068
1992,Michigan,All beverages,N/A,16588410,7502798,22110,7,6563954,5272,7,N/A,N/A,16061284
1992,Minnesota,Spirits,7318000,3007698,3527865,8526,2,3107456,9679,2,N/A,73,2729614
1992,Minnesota,Wine,6743000,869847,3527865,2466,6,3107456,2799,6,N/A,00,674300
1992,Minnesota,Beer,98360000,4426200,3527865,12546,7,3107456,4244,6,N/A,46,4524560
1992,Minnesota,All beverages,N/A,8303745,3527865,23538,5,3107456,6722,5,N/A,N/A,7928474
1992,Mississippi,Spirits,3149000,1294239,2043626,6333,7,1739314,7441,7,N/A,87,1218663
1992,Mississippi,Wine,1452000,187308,2043626,917,0,1739314,1077,0,N/A,10,159720
1992,Mississippi,Beer,61512000,2768040,2043626,13545,4,1739314,5915,3,N/A,46,2829552
1992,Mississippi,All beverages,N/A,4249587,2043626,20794,8,1739314,4433,7,N/A,N/A,4207935
1992,Missouri,Spirits,6944000,2853984,4152512,6873,6,3652278,7814,6,N/A,52,2444288
1992,Missouri,Wine,6919000,892551,4152512,2149,7,3652278,2444,7,N/A,09,754171
1992,Missouri,Beer,123289000,5548005,4152512,13361,5,3652278,5191,5,N/A,46,5671294
1992,Missouri,All beverages,N/A,9294540,4152512,22383,6,3652278,5449,6,N/A,N/A,8869753
1992,Montana,Spirits,1184000,486624,645664,7537,5,560852,8677,5,N/A,78,447552
1992,Montana,Wine,1321000,170409,645664,2639,5,560852,3038,5,N/A,05,138705
1992,Montana,Beer,22820000,1026900,645664,15905,2,560852,8310,1,N/A,46,1049720
1992,Montana,All beverages,N/A,1683933,645664,26081,2,560852,0025,2,N/A,N/A,1635977
1992,Nebraska,Spirits,1886000,775146,1267812,6114,7,1107278,7000,7,N/A,59,677074
1992,Nebraska,Wine,1737000,224073,1267812,1767,8,1107278,2024,8,N/A,06,184122
1992,Nebraska,Beer,38706000,1741770,1267812,13738,4,1107278,5730,4,N/A,46,1780476
1992,Nebraska,All beverages,N/A,2740989,1267812,21620,7,1107278,4754,7,N/A,N/A,2641672
1992,Nevada,Spirits,4235000,1740585,1078095,16145,1,965416,8029,1,N/A,67,1554245
1992,Nevada,Wine,5195000,670155,1078095,6216,1,965416,6942,1,N/A,10,571450
1992,Nevada,Beer,48314000,2174130,1078095,20166,1,965416,2520,1,N/A,46,2222444
1992,Nevada,All beverages,N/A,4584870,1078095,42528,1,965416,7491,1,N/A,N/A,4348139
1992,New Hampshire,Spirits,4240000,1742640,887081,19645,1,788211,2109,1,N/A,65,1547600
1992,New Hampshire,Wine,3576000,461304,887081,5200,1,788211,5853,1,N/A,09,389784
1992,New Hampshire,Beer,35771000,1609695,887081,18146,1,788211,0422,1,N/A,46,1645466
1992,New Hampshire,All beverages,N/A,3813639,887081,42991,1,788211,8383,1,N/A,N/A,3582850
1992,New Jersey,Spirits,12897000,5300667,6381601,8306,3,5691650,9313,3,N/A,69,4758993
1992,New Jersey,Wine,21627000,2789883,6381601,4372,2,5691650,4902,2,N/A,08,2335716
1992,New Jersey,Beer,151772000,6829740,6381601,10702,9,5691650,2000,9,N/A,46,6981512
1992,New Jersey,All beverages,N/A,14920290,6381601,23380,5,5691650,6214,5,N/A,N/A,14076221
1992,New Mexico,Spirits,1966000,808026,1220229,6622,7,1051963,7681,6,N/A,69,725454
1992,New Mexico,Wine,2380000,307020,1220229,2516,5,1051963,2919,5,N/A,02,242760
1992,New Mexico,Beer,42280000,1902600,1220229,15592,2,1051963,8086,2,N/A,46,1944880
1992,New Mexico,All beverages,N/A,3017646,1220229,24730,4,1051963,8686,3,N/A,N/A,2913094
1992,New York,Spirits,24167000,9932637,14710262,6752,6,13050295,7611,7,N/A,77,9110959
1992,New York,Wine,42375000,5466375,14710262,3716,3,13050295,4189,3,N/A,07,4534125
1992,New York,Beer,341310000,15358950,14710262,10441,0,13050295,1769,0,N/A,46,15700260
1992,New York,All beverages,N/A,30757962,14710262,20909,8,13050295,3569,8,N/A,N/A,29345344
1992,North Carolina,Spirits,8079000,3320469,5582734,5948,8,4914041,6757,8,N/A,93,3175047
1992,North Carolina,Wine,9750000,1257750,5582734,2253,6,4914041,2560,6,N/A,16,1131000
1992,North Carolina,Beer,141844000,6382980,5582734,11433,8,4914041,2989,8,N/A,46,6524824
1992,North Carolina,All beverages,N/A,10961199,5582734,19634,8,4914041,2306,9,N/A,N/A,10830871
1992,North Dakota,Spirits,1042000,428262,503405,8507,3,438059,9776,2,N/A,58,373036
1992,North Dakota,Wine,595000,76755,503405,1525,8,438059,1752,8,N/A,01,60095
1992,North Dakota,Beer,15472000,696240,503405,13831,3,438059,5894,3,N/A,46,711712
1992,North Dakota,All beverages,N/A,1201257,503405,23863,5,438059,7422,4,N/A,N/A,1144843
1992,Ohio,Spirits,10678000,4388658,8795720,4990,0,7721934,5683,0,N/A,47,3705266
1992,Ohio,Wine,11519000,1485951,8795720,1689,8,7721934,1924,8,N/A,12,1290128
1992,Ohio,Beer,257415000,11583675,8795720,13170,5,7721934,5001,5,N/A,46,11841090
1992,Ohio,All beverages,N/A,17458284,8795720,19849,8,7721934,2609,8,N/A,N/A,16836484
1992,Oklahoma,Spirits,3391000,1393701,2544908,5476,9,2215805,6290,9,N/A,87,1312317
1992,Oklahoma,Wine,2542000,327918,2544908,1289,9,2215805,1480,9,N/A,15,292330
1992,Oklahoma,Beer,63943000,2877435,2544908,11307,8,2215805,2986,8,N/A,46,2941378
1992,Oklahoma,All beverages,N/A,4599054,2544908,18072,9,2215805,0756,9,N/A,N/A,4546025
1992,Oregon,Spirits,3878000,1593858,2386306,6679,7,2106594,7566,7,N/A,89,1508542
1992,Oregon,Wine,8453000,1090437,2386306,4570,2,2106594,5176,2,N/A,07,904471
1992,Oregon,Beer,68209000,3069405,2386306,12863,6,2106594,4570,6,N/A,46,3137614
1992,Oregon,All beverages,N/A,5753700,2386306,24111,4,2106594,7313,5,N/A,N/A,5550627
1992,Pennsylvania,Spirits,12207000,5017077,9782964,5128,0,8689800,5774,0,N/A,76,4589832
1992,Pennsylvania,Wine,13400000,1728600,9782964,1767,8,8689800,1989,8,N/A,14,1527600
1992,Pennsylvania,Beer,282305000,12703725,9782964,12986,6,8689800,4619,6,N/A,46,12986030
1992,Pennsylvania,All beverages,N/A,19449402,9782964,19881,8,8689800,2382,8,N/A,N/A,19103462
1992,Rhode Island,Spirits,1400000,575400,826521,6962,6,736802,7809,6,N/A,56,498400
1992,Rhode Island,Wine,2518000,324822,826521,3930,3,736802,4409,3,N/A,07,269426
1992,Rhode Island,Beer,22784000,1025280,826521,12405,7,736802,3915,7,N/A,46,1048064
1992,Rhode Island,All beverages,N/A,1925502,826521,23296,6,736802,6133,6,N/A,N/A,1815890
1992,South Carolina,Spirits,5535000,2274885,2878542,7903,4,2500103,9099,4,N/A,91,2164185
1992,South Carolina,Wine,4476000,577404,2878542,2006,7,2500103,2310,7,N/A,00,447600
1992,South Carolina,Beer,85768000,3859560,2878542,13408,4,2500103,5438,4,N/A,46,3945328
1992,South Carolina,All beverages,N/A,6711849,2878542,23317,5,2500103,6846,5,N/A,N/A,6557113
1992,South Dakota,Spirits,992000,407712,550189,7410,5,476115,8563,5,N/A,54,351168
1992,South Dakota,Wine,620000,79980,550189,1454,9,476115,1680,9,N/A,09,67580
1992,South Dakota,Beer,16801000,756045,550189,13742,4,476115,5879,4,N/A,46,772846
1992,South Dakota,All beverages,N/A,1243737,550189,22606,6,476115,6123,6,N/A,N/A,1191594
1992,Tennessee,Spirits,5517000,2267487,4068085,5574,9,3567584,6356,9,N/A,75,2068875
1992,Tennessee,Wine,4452000,574308,4068085,1412,9,3567584,1610,9,N/A,03,458556
1992,Tennessee,Beer,109001000,4905045,4068085,12057,7,3567584,3749,7,N/A,46,5014046
1992,Tennessee,All beverages,N/A,7746840,4068085,19043,9,3567584,1715,9,N/A,N/A,7541477
1992,Texas,Spirits,18402000,7563222,13701117,5520,9,11848003,6384,9,N/A,95,7268790
1992,Texas,Wine,25840000,3333360,13701117,2433,6,11848003,2813,6,N/A,00,2584000
1992,Texas,Beer,502494000,22612230,13701117,16504,1,11848003,9085,1,N/A,46,23114724
1992,Texas,All beverages,N/A,33508812,13701117,24457,4,11848003,8282,4,N/A,N/A,32967514
1992,Utah,Spirits,1357000,557727,1331949,4187,0,1091827,5108,0,N/A,20,434240
1992,Utah,Wine,1192000,153768,1331949,1154,0,1091827,1408,0,N/A,08,128736
1992,Utah,Beer,23502000,1057590,1331949,7940,0,1091827,9686,0,N/A,46,1081092
1992,Utah,All beverages,N/A,1769085,1331949,13282,0,1091827,6203,0,N/A,N/A,1644068
1992,Vermont,Spirits,864000,355104,455824,7790,4,401620,8842,4,N/A,76,324864
1992,Vermont,Wine,1565000,201885,455824,4429,2,401620,5027,2,N/A,04,162760
1992,Vermont,Beer,13650000,614250,455824,13476,4,401620,5294,5,N/A,46,627900
1992,Vermont,All beverages,N/A,1171239,455824,25695,3,401620,9163,3,N/A,N/A,1115524
1992,Virginia,Spirits,7191000,2955501,5157287,5731,8,4557521,6485,8,N/A,82,2746962
1992,Virginia,Wine,11109000,1433061,5157287,2779,5,4557521,3144,5,N/A,01,1122009
1992,Virginia,Beer,143707000,6466815,5157287,12539,7,4557521,4189,7,N/A,46,6610522
1992,Virginia,All beverages,N/A,10855377,5157287,21049,7,4557521,3819,8,N/A,N/A,10479493
1992,Washington,Spirits,7165000,2944815,4070439,7235,6,3595469,8190,6,N/A,87,2772855
1992,Washington,Wine,14628000,1887012,4070439,4636,1,3595469,5248,1,N/A,05,1535940
1992,Washington,Beer,113618000,5112810,4070439,12561,6,3595469,4220,7,N/A,46,5226428
1992,Washington,All beverages,N/A,9944637,4070439,24431,4,3595469,7659,4,N/A,N/A,9535223
1992,West Virginia,Spirits,1486000,610746,1482469,4120,0,1288515,4740,0,N/A,85,572110
1992,West Virginia,Wine,1041000,134289,1482469,906,0,1288515,1042,0,N/A,03,107223
1992,West Virginia,Beer,38142000,1716390,1482469,11578,8,1288515,3321,8,N/A,46,1754532
1992,West Virginia,All beverages,N/A,2461425,1482469,16604,0,1288515,9103,0,N/A,N/A,2433865
1992,Wisconsin,Spirits,8723000,3585153,3976485,9016,2,3489465,0274,2,N/A,66,3192618
1992,Wisconsin,Wine,7605000,981045,3976485,2467,6,3489465,2811,6,N/A,07,813735
1992,Wisconsin,Beer,140588000,6326460,3976485,15910,1,3489465,8130,1,N/A,46,6467048
1992,Wisconsin,All beverages,N/A,10892658,3976485,27393,2,3489465,1216,1,N/A,N/A,10473401
1992,Wyoming,Spirits,800000,328800,359520,9146,2,307950,0677,2,N/A,56,284800
1992,Wyoming,Wine,564000,72756,359520,2024,7,307950,2363,7,N/A,02,57528
1992,Wyoming,Beer,11533000,518985,359520,14435,3,307950,6853,3,N/A,46,530518
1992,Wyoming,All beverages,N/A,920541,359520,25605,3,307950,9893,2,N/A,N/A,872846
1992,Northeast Region,Spirits,72920000,29970120,41628974,7199,N/A,37034410,8093,N/A,N/A,70,26980400
1992,Northeast Region,Wine,113351000,14622279,41628974,3513,N/A,37034410,3948,N/A,N/A,08,12241908
1992,Northeast Region,Beer,1056079000,47523555,41628974,11416,N/A,37034410,2832,N/A,N/A,46,48579634
1992,Northeast Region,All beverages,N/A,92115954,41628974,22128,N/A,37034410,4873,N/A,N/A,N/A,87801942
1992,Midwest Region,Spirits,79407000,32636277,48348010,6750,N/A,42404730,7696,N/A,N/A,59,28507113
1992,Midwest Region,Wine,84651000,10919979,48348010,2259,N/A,42404730,2575,N/A,N/A,08,9142308
1992,Midwest Region,Beer,1408076000,63363420,48348010,13106,N/A,42404730,4943,N/A,N/A,46,64771496
1992,Midwest Region,All beverages,N/A,106919676,48348010,22115,N/A,42404730,5214,N/A,N/A,N/A,02420917
1992,South Region,Spirits,118739000,48801729,70577125,6915,N/A,61843085,7891,N/A,N/A,76,44645864
1992,South Region,Wine,127204000,16409316,70577125,2325,N/A,61843085,2653,N/A,N/A,05,13356420
1992,South Region,Beer,2091758000,94129110,70577125,13337,N/A,61843085,5221,N/A,N/A,46,96220868
1992,South Region,All beverages,N/A,159340155,70577125,22577,N/A,61843085,5765,N/A,N/A,N/A,54223152
1992,West Region,Spirits,80137000,32936307,43233510,7618,N/A,37977633,8673,N/A,N/A,66,29330142
